證券代號,證券名稱,Date,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
3021,鴻名,2021-01-28,145000,2087300,14.65,14.65,14.15,14.30,-0.35,94
3022,威強電,2021-01-28,735000,37776200,51.50,52.70,50.50,50.50,-0.60,579
3023,信邦,2021-01-28,1588000,399209000,260.00,261.00,247.00,251.00,-7.00,1128
3024,憶聲,2021-01-28,1348000,14150150,10.40,10.65,10.35,10.45,0.15,577
3025,星通,2021-01-28,1855000,57815800,31.00,32.45,30.35,30.75,0.25,1050
3026,禾伸堂,2021-01-28,1030000,112879500,111.50,112.00,108.00,108.00,-2.50,755
3027,盛達,2021-01-28,557000,9824800,17.90,18.00,17.30,17.55,-0.30,265
3028,增你強,2021-01-28,431000,9587100,22.25,22.45,22.10,22.10,-0.15,202
3029,零壹,2021-01-28,1546000,58516900,38.35,38.50,37.60,37.70,-0.55,940
3030,德律,2021-01-28,568000,31674100,56.10,56.40,55.20,55.50,-0.70,375
3031,佰鴻,2021-01-28,468000,7221250,15.90,15.90,15.00,15.10,-0.55,302
3032,偉訓,2021-01-28,375000,14880100,40.55,40.55,39.25,39.35,-0.70,286
3033,威健,2021-01-28,880000,16042500,18.25,18.30,18.15,18.15,-0.10,354
3034,聯詠,2021-01-28,6619000,2648525500,401.00,408.50,394.00,394.00,-7.00,4382
3035,智原,2021-01-28,10136000,545514500,54.30,55.10,52.10,52.20,-1.20,6099
3036,文曄,2021-01-28,1193000,48750850,41.20,41.35,40.50,40.55,-0.75,553
3036A,文曄甲特,2021-01-28,126000,6049850,48.00,48.05,47.95,47.95,-0.05,36
3037,欣興,2021-01-28,27599000,2423653900,89.20,89.80,86.50,86.50,-1.60,14637
3038,全台,2021-01-28,519000,9237300,17.95,18.10,17.60,17.60,-0.35,301
3040,遠見,2021-01-28,436000,17253700,39.60,39.90,39.10,39.40,0.05,244
3041,揚智,2021-01-28,3126000,81543500,26.90,27.00,25.50,25.65,-0.95,1590
3042,晶技,2021-01-28,8917000,749276000,85.30,85.80,83.10,83.50,-1.50,5761
3043,科風,2021-01-28,159000,638920,4.18,4.18,3.81,3.95,-0.05,49
3044,健鼎,2021-01-28,2845000,371152500,132.00,132.50,128.50,128.50,-3.00,2014
3045,台灣大,2021-01-28,5167000,497798000,96.50,96.80,96.00,96.20,-1.00,2288
3046,建碁,2021-01-28,111000,1753700,16.10,16.20,15.55,15.55,-0.50,51
3047,訊舟,2021-01-28,1283000,15505650,12.20,12.30,11.90,11.95,-0.20,467
3048,益登,2021-01-28,1801000,40898100,23.05,23.15,22.40,22.45,-0.60,789
3049,和鑫,2021-01-28,3311000,31944180,9.68,9.75,9.60,9.62,-0.02,1024
3050,鈺德,2021-01-28,837000,14120900,17.15,17.40,16.45,16.45,-0.55,425
3051,力特,2021-01-28,186000,1091760,5.88,6.00,5.81,5.93,-0.01,51
3052,夆典,2021-01-28,786000,9449000,12.20,12.25,11.90,11.90,-0.25,282
3054,立萬利,2021-01-28,27000,612100,22.40,23.10,22.35,23.10,0.30,22
3055,蔚華科,2021-01-28,293000,8708100,30.05,30.25,29.15,29.15,-0.95,156
3056,總太,2021-01-28,779000,29564900,38.20,38.25,37.75,38.05,-0.05,487
3057,喬鼎,2021-01-28,178000,1802150,10.15,10.20,10.10,10.10,-0.05,73
3058,立德,2021-01-28,7428000,101430050,14.30,14.30,13.00,13.25,-0.55,2643
3059,華晶科,2021-01-28,42891000,1590763550,38.00,39.15,34.70,35.35,-2.60,20962
3060,銘異,2021-01-28,3939000,57482050,14.55,14.90,13.90,13.90,-0.65,961
3062,建漢,2021-01-28,3988000,71547350,18.40,18.45,17.55,17.60,-0.60,1620
3090,日電貿,2021-01-28,1000000,47817150,48.30,48.60,47.30,47.45,-0.65,665
3094,聯傑,2021-01-28,5435000,141989600,25.45,27.10,25.20,25.25,0.15,2958
3130,一零四,2021-01-28,5000,780500,155.50,157.00,155.50,157.00,1.50,4
3138,耀登,2021-01-28,2342000,761597500,318.00,338.50,303.00,337.00,29.00,1958
3149,正達,2021-01-28,5611000,159424000,29.15,29.60,27.55,27.75,-1.35,3124
3164,景岳,2021-01-28,74000,1499050,20.35,20.40,20.15,20.15,-0.25,49
3167,大量,2021-01-28,101000,4452450,44.20,44.40,43.60,44.05,-0.15,58
3189,景碩,2021-01-28,12898000,1026826500,82.60,83.00,78.00,78.10,-3.50,7856
3209,全科,2021-01-28,576000,12754150,22.25,22.35,22.05,22.10,-0.15,295
3229,晟鈦,2021-01-28,33000,167070,5.10,5.20,5.00,5.09,0.03,18
3231,緯創,2021-01-28,39924000,1267571250,32.70,32.80,30.90,31.25,-1.45,17456
3257,虹冠電,2021-01-28,4982000,407186400,76.10,83.00,76.10,79.30,3.80,2810
3266,昇陽,2021-01-28,80000,1117850,14.30,14.30,13.85,13.85,-0.70,34
3296,勝德,2021-01-28,638000,13136350,20.75,21.10,20.15,20.15,-1.10,312
3305,昇貿,2021-01-28,874000,25361100,29.60,29.70,28.70,28.70,-0.50,468
3308,聯德,2021-01-28,52000,337610,6.50,6.60,6.46,6.47,-0.13,30
3311,閎暉,2021-01-28,134000,4326350,32.60,32.70,32.00,32.00,-0.60,85
3312,弘憶股,2021-01-28,446000,6478150,14.65,14.65,14.40,14.40,-0.15,170
3321,同泰,2021-01-28,490000,6005200,12.15,12.65,12.10,12.25,0.15,280
3338,泰碩,2021-01-28,770000,44065200,58.50,58.70,56.20,56.40,-1.50,473
3346,麗清,2021-01-28,1760000,80562700,46.50,47.00,44.15,44.55,-1.45,1072
3356,奇偶,2021-01-28,650000,17392000,27.35,27.35,26.40,26.55,-0.65,392
3376,新日興,2021-01-28,914000,115533500,128.00,128.50,125.00,125.00,-2.50,660
3380,明泰,2021-01-28,20413000,742597100,36.90,37.90,34.55,34.55,-1.45,10091
3383,新世紀,2021-01-28,45000,156000,3.45,3.63,3.45,3.45,0.00,12
3406,玉晶光,2021-01-28,2880000,1401051000,493.00,493.50,480.00,482.00,-5.00,2437
3413,京鼎,2021-01-28,1494000,329371500,224.50,225.50,215.50,216.00,-6.00,1174
3416,融程電,2021-01-28,90000,6452100,71.90,72.20,71.20,71.50,-0.50,56
3419,譁裕,2021-01-28,1514000,28295800,19.10,19.25,18.10,18.30,-0.45,723
3432,台端,2021-01-28,187000,2325200,12.45,12.65,12.35,12.35,0.00,74
3437,榮創,2021-01-28,4832000,148269750,31.15,31.80,29.85,30.05,-0.60,2171
3443,創意,2021-01-28,7954000,3319787500,438.00,438.00,395.00,395.00,-20.00,5878
3450,聯鈞,2021-01-28,1211000,74065100,62.50,62.50,60.10,60.50,-1.20,901
3454,晶睿,2021-01-28,200000,17073100,86.30,87.80,84.50,84.70,-1.20,168
3481,群創,2021-01-28,236267000,3120070900,13.05,13.40,12.95,13.05,0.30,33950
3494,誠研,2021-01-28,260000,1120100,4.29,4.39,4.25,4.27,0.00,101
3501,維熹,2021-01-28,287000,14749900,51.50,52.00,50.50,50.60,-0.70,218
3504,揚明光,2021-01-28,1312000,73713600,54.40,57.80,53.70,54.40,1.10,1042
3515,華擎,2021-01-28,671000,96632000,148.00,148.00,142.00,142.00,-4.00,520
3518,柏騰,2021-01-28,93000,2778700,30.05,30.75,29.50,29.50,-0.55,73
3528,安馳,2021-01-28,49000,2010950,41.05,41.15,40.90,40.90,-0.25,41
3530,晶相光,2021-01-28,1125000,125802000,114.00,114.50,109.00,109.00,-4.00,839
3532,台勝科,2021-01-28,1115000,144867000,134.50,134.50,127.50,128.00,-4.50,857
3533,嘉澤,2021-01-28,780000,413490000,545.00,548.00,517.00,519.00,-16.00,700
3535,晶彩科,2021-01-28,269000,4685350,17.55,17.80,17.25,17.40,-0.15,141
3536,誠創,2021-01-28,6000,26220,4.21,4.45,4.21,4.45,0.00,3
3543,州巧,2021-01-28,509000,15129250,30.45,30.60,28.90,29.00,-1.50,300
3545,敦泰,2021-01-28,16599000,1433758700,89.70,90.20,83.60,84.00,-4.40,9364
3550,聯穎,2021-01-28,263000,3659500,14.20,14.20,13.65,13.90,-0.15,145
3557,嘉威,2021-01-28,142000,12458000,88.90,88.90,87.20,87.30,-0.20,119
3563,牧德,2021-01-28,298000,78390500,268.00,268.00,260.50,261.00,-2.50,280
3576,聯合再生,2021-01-28,21316000,255959750,12.30,12.40,11.70,11.80,-0.35,5845
3583,辛耘,2021-01-28,928000,57886400,63.80,64.20,61.10,61.10,-2.50,685
3588,通嘉,2021-01-28,1016000,60176700,60.60,61.20,57.70,58.20,-1.90,663
3591,艾笛森,2021-01-28,399000,6859350,17.30,17.55,16.95,16.95,-0.30,228
3593,力銘,2021-01-28,56000,659750,11.95,11.95,11.60,11.70,-0.20,30
3596,智易,2021-01-28,1501000,140115700,95.30,95.30,92.10,92.40,-1.90,1130
3605,宏致,2021-01-28,3745000,155078700,42.35,43.00,40.10,40.40,-1.70,2025
3607,谷崧,2021-01-28,802000,10572200,13.15,13.35,12.90,13.05,0.00,257
3617,碩天,2021-01-28,65000,5180300,79.80,81.20,79.20,79.50,-0.10,59
3622,洋華,2021-01-28,5060000,168937150,34.20,35.30,32.00,32.00,-2.00,2901
3645,達邁,2021-01-28,878000,42003550,48.60,48.95,46.70,47.15,-1.25,558
3653,健策,2021-01-28,1860000,562049000,305.50,311.50,292.50,293.50,-7.00,1513
3661,世芯-KY,2021-01-28,4107000,3462818000,872.00,878.00,820.00,825.00,-38.00,3423
3665,貿聯-KY,2021-01-28,4040000,1253145000,315.00,315.50,305.50,310.50,4.50,2938
3669,圓展,2021-01-28,3204000,256251000,80.00,81.40,78.60,80.50,0.80,2235
3673,TPK-KY,2021-01-28,2435000,103988700,43.00,43.30,42.20,42.60,-0.20,1331
3679,新至陞,2021-01-28,190000,19841000,104.00,106.00,103.00,103.00,-1.00,158
3682,亞太電,2021-01-28,6499000,62658120,9.76,9.85,9.50,9.52,-0.23,2019
3686,達能,2021-01-28,2104000,30016100,14.85,14.95,13.85,14.05,-0.55,971
3694,海華,2021-01-28,871000,23559650,27.60,27.65,26.50,26.50,-0.95,510
3701,大眾控,2021-01-28,45000,594200,13.35,13.35,12.90,13.10,-0.30,25
3702,大聯大,2021-01-28,5635000,243371150,44.10,44.20,42.65,43.00,-1.10,2540
3702A,大聯大甲特,2021-01-28,145000,7224200,49.85,49.85,49.80,49.80,-0.05,65
3703,欣陸,2021-01-28,2225000,42566450,19.35,19.60,18.90,19.05,-0.20,925
3704,合勤控,2021-01-28,11978000,436867150,36.30,37.45,35.50,35.50,-0.30,5919
3705,永信,2021-01-28,400000,17231150,43.05,43.20,43.00,43.05,0.05,326
3706,神達,2021-01-28,4447000,129628100,29.35,29.40,29.00,29.10,-0.20,2123
3708,上緯投控,2021-01-28,1588000,226366000,141.50,146.50,138.50,138.50,-2.50,1217
3711,日月光投控,2021-01-28,37277000,3524458600,97.60,97.60,92.00,92.00,-2.50,16706
3712,永崴投控,2021-01-28,880000,23113350,26.40,26.90,25.70,25.80,-0.55,534
3714,富采,2021-01-28,8604000,716849800,83.90,84.40,82.50,82.50,-0.60,5325
4104,佳醫,2021-01-28,116000,6359800,54.90,55.10,54.60,54.60,-0.30,100
4106,雃博,2021-01-28,276000,7142800,26.20,26.25,25.60,25.65,-0.50,204
4108,懷特,2021-01-28,710000,17840450,25.50,25.75,24.60,24.65,-0.80,431
4119,旭富,2021-01-28,627000,57163000,92.20,92.80,89.90,89.90,-2.10,499
4133,亞諾法,2021-01-28,1395000,73897200,54.00,54.00,51.80,52.00,-0.80,938
4137,麗豐-KY,2021-01-28,492000,103324000,207.50,214.00,206.50,208.00,1.50,388
4141,龍燈-KY,2021-01-28,91000,1021350,11.25,11.40,11.10,11.10,-0.15,60
4142,國光生,2021-01-28,7039000,338699500,49.15,49.35,46.85,47.05,-1.95,3910
4148,全宇生技-KY,2021-01-28,23000,781600,34.15,34.15,33.80,33.85,-0.30,20
4155,訊映,2021-01-28,235000,5936600,25.35,25.40,25.10,25.10,-0.25,142
4164,承業醫,2021-01-28,289000,10121150,35.15,35.35,34.85,34.85,-0.65,190
4190,佐登-KY,2021-01-28,133000,11034600,83.70,83.90,82.00,82.00,-1.40,117
4306,炎洲,2021-01-28,1385000,19569850,14.15,14.30,14.00,14.05,-0.10,589
4414,如興,2021-01-28,1736000,16219810,9.36,9.59,9.20,9.59,0.23,649
4426,利勤,2021-01-28,223000,5635300,25.10,25.80,25.00,25.10,-0.05,131
4438,廣越,2021-01-28,137000,14633000,108.50,109.00,105.50,105.50,-2.50,100
4439,冠星-KY,2021-01-28,15000,2120500,143.00,143.00,140.00,140.00,-3.00,14
4526,東台,2021-01-28,605000,8801200,14.65,14.75,14.35,14.50,-0.15,288
4532,瑞智,2021-01-28,872000,17268950,20.00,20.05,19.65,19.75,-0.25,444
4536,拓凱,2021-01-28,191000,27127500,144.50,144.50,140.50,140.50,-3.00,172
4540,全球傳動,2021-01-28,4271000,267859500,62.60,65.50,59.20,59.20,-2.70,3067
4545,銘鈺,2021-01-28,122000,3640950,30.05,30.45,29.65,29.65,-0.45,57
4551,智伸科,2021-01-28,924000,164609500,179.00,181.00,175.00,175.50,-1.00,680
4552,力達-KY,2021-01-28,205000,7025500,34.95,34.95,33.90,34.05,-0.90,143
4555,氣立,2021-01-28,17000,833450,49.00,49.40,48.70,48.70,-0.30,15
4557,永新-KY,2021-01-28,9000,562900,63.30,63.30,61.90,63.00,0.20,9
4560,強信-KY,2021-01-28,281000,11136000,39.60,40.70,39.30,39.40,-0.30,153
4562,穎漢,2021-01-28,444000,8876350,19.40,20.90,19.00,19.55,0.55,295
4564,元翎,2021-01-28,1722000,56718250,33.65,34.50,31.85,31.90,-1.30,1019
4566,時碩工業,2021-01-28,16084000,1160753000,77.60,78.40,64.20,64.20,-7.10,10170
4571,鈞興-KY,2021-01-28,54000,4822700,91.00,91.00,88.00,88.10,-1.40,49
4572,駐龍,2021-01-28,15000,1164400,77.20,77.90,77.20,77.50,0.70,12
4576,大銀微系統,2021-01-28,2178000,273216500,127.50,131.50,120.00,121.00,-5.00,1628
4581,光隆精密-KY,2021-01-28,12000,443450,36.95,37.00,36.85,37.00,0.15,8
4720,德淵,2021-01-28,417000,6445450,15.65,15.75,15.30,15.40,-0.05,215
4722,國精化,2021-01-28,428000,13116700,30.55,30.80,30.55,30.65,-0.05,177
4737,華廣,2021-01-28,47000,3001200,64.30,64.50,62.70,62.70,-1.70,37
4739,康普,2021-01-28,868000,52446400,60.90,61.70,59.20,59.70,-1.20,585
4746,台耀,2021-01-28,752000,35379800,47.20,47.30,46.85,46.95,0.10,585
4755,三福化,2021-01-28,104000,5993900,57.70,58.40,57.10,57.10,-0.50,83
4763,材料-KY,2021-01-28,93000,11280000,121.00,122.50,120.00,120.00,-0.50,87
4764,雙鍵,2021-01-28,12000,778200,64.60,65.00,64.50,65.00,-0.10,9
4766,南寶,2021-01-28,107000,16226000,151.50,153.00,151.00,152.00,0.00,94
4807,日成-KY,2021-01-28,5000,116450,23.25,23.45,23.25,23.45,0.00,4
4904,遠傳,2021-01-28,6589000,395616900,60.00,60.20,60.00,60.00,-0.20,3334
4906,正文,2021-01-28,3985000,111663700,27.95,28.15,27.75,28.15,0.40,1620
4912,聯德控股-KY,2021-01-28,3157000,448951000,135.50,147.00,135.50,143.00,8.00,2319
4915,致伸,2021-01-28,19620000,1103515900,58.00,58.40,54.70,55.70,-0.30,11281
4916,事欣科,2021-01-28,724000,16992850,22.70,24.10,22.70,23.30,0.65,476
4919,新唐,2021-01-28,4273000,187175150,44.55,44.90,43.00,43.10,-1.25,2595
4927,泰鼎-KY,2021-01-28,2864000,199498700,70.80,71.00,68.50,68.80,-1.40,1757
4930,燦星網,2021-01-28,997000,18240750,18.15,18.60,17.90,18.25,0.15,280
4934,太極,2021-01-28,2045000,52073550,26.40,26.50,24.70,24.80,-1.50,1239
4935,茂林-KY,2021-01-28,775000,78965500,104.00,104.00,101.00,101.00,-1.50,606
4938,和碩,2021-01-28,44437000,3583547200,82.80,83.20,78.40,78.40,-3.10,22601
4942,嘉彰,2021-01-28,253000,9241250,36.65,36.85,36.35,36.45,-0.25,152
4943,康控-KY,2021-01-28,689000,53071900,78.90,78.90,75.30,75.30,-2.40,511
4952,凌通,2021-01-28,1091000,44923050,42.00,42.30,40.20,40.35,-1.50,599
4956,光鋐,2021-01-28,1595000,30452850,19.30,19.50,18.70,18.85,-0.30,828
4958,臻鼎-KY,2021-01-28,8681000,1000332500,117.00,117.00,114.00,114.00,-2.00,4574
4960,誠美材,2021-01-28,15747000,174695700,11.00,11.25,10.95,11.10,0.25,3209
4961,天鈺,2021-01-28,33150000,4405126000,140.00,141.50,125.50,127.00,-9.00,20587
4967,十銓,2021-01-28,2753000,125927000,45.50,46.45,45.20,45.35,0.15,1565
4968,立積,2021-01-28,5993000,3434433000,585.00,589.00,558.00,563.00,-4.00,5007
4976,佳凌,2021-01-28,20693000,1824125600,88.80,91.00,84.10,84.20,-2.90,12960
4977,眾達-KY,2021-01-28,295000,30845000,106.00,106.00,103.50,103.50,-1.50,219
4989,榮科,2021-01-28,502000,11521950,23.00,23.40,22.65,22.65,-0.15,262
4994,傳奇,2021-01-28,107000,7800800,74.00,75.10,71.80,71.90,-2.20,93
4999,鑫禾,2021-01-28,390000,19918300,51.70,51.90,50.50,50.80,-0.40,257
5007,三星,2021-01-28,76000,3787050,49.90,49.90,49.70,49.70,-0.30,35
5203,訊連,2021-01-28,193000,19908000,103.00,104.00,102.50,103.00,0.50,118
5215,科嘉-KY,2021-01-28,529000,72667500,140.00,141.50,133.50,135.00,-2.00,420
5225,東科-KY,2021-01-28,37000,941000,25.30,26.00,25.20,25.60,0.20,22
5234,達興材料,2021-01-28,110000,9106300,83.40,83.70,82.10,82.40,-0.50,81
5243,乙盛-KY,2021-01-28,18905000,1268299200,69.10,70.40,63.50,63.90,-4.60,11344
5258,虹堡,2021-01-28,148000,3165050,21.40,21.70,21.20,21.30,0.00,93
5269,祥碩,2021-01-28,899000,1729210000,1950.00,1965.00,1895.00,1905.00,10.00,857
5283,禾聯碩,2021-01-28,544000,71093500,134.00,134.00,128.00,128.50,-4.50,398
5284,jpp-KY,2021-01-28,13000,451800,34.40,35.30,34.25,35.10,0.10,8
5285,界霖,2021-01-28,859000,57980800,69.10,69.90,65.60,66.10,-2.80,646
5288,豐祥-KY,2021-01-28,424000,53468000,124.00,129.50,124.00,125.00,0.00,299
5388,中磊,2021-01-28,891000,65707600,75.10,75.10,72.90,73.40,-1.60,706
5434,崇越,2021-01-28,1034000,123704500,122.00,122.00,118.50,118.50,-2.50,725
5469,瀚宇博,2021-01-28,3236000,135179550,42.30,42.40,41.30,41.30,-0.70,1479
5471,松翰,2021-01-28,9078000,615813300,69.10,69.80,66.10,66.20,-2.50,5199
5484,慧友,2021-01-28,301000,4562850,15.30,15.60,14.80,14.90,-0.40,165
5515,建國,2021-01-28,475000,5863800,12.55,12.55,12.15,12.15,-0.45,231
5519,隆大,2021-01-28,342000,4906350,14.35,14.50,14.30,14.30,-0.05,129
5521,工信,2021-01-28,1893000,17679660,9.43,9.44,9.26,9.26,-0.23,651
5522,遠雄,2021-01-28,1163000,58808400,51.40,51.40,50.00,50.00,-1.40,737
5525,順天,2021-01-28,118000,2521100,21.20,21.60,21.10,21.45,-0.10,79
5531,鄉林,2021-01-28,2885000,37840500,13.65,13.65,12.70,12.85,-0.35,1090
5533,皇鼎,2021-01-28,108000,1735850,16.10,16.15,15.90,16.10,-0.05,50
5534,長虹,2021-01-28,315000,24899100,79.20,79.30,78.90,79.00,-0.20,244
5538,東明-KY,2021-01-28,56000,1981200,35.50,35.70,34.85,35.40,-0.75,44
5546,永固-KY,2021-01-28,1007000,81979700,83.20,83.40,80.50,82.10,-1.10,361
5607,遠雄港,2021-01-28,347000,9208950,26.65,26.95,26.25,26.30,-0.30,239
5608,四維航,2021-01-28,3213000,32123860,10.30,10.35,9.81,9.81,-0.44,1143
5706,鳳凰,2021-01-28,100000,2992950,30.00,30.10,29.60,29.60,-0.45,66
5871,中租-KY,2021-01-28,5367000,834488000,158.00,159.00,154.00,155.00,-4.50,2913
5871A,中租-KY甲特,2021-01-28,207000,20574800,99.30,99.50,99.30,99.50,0.10,43
5876,上海商銀,2021-01-28,9962000,377019100,38.10,38.30,37.40,37.40,-0.85,3682
5880,合庫金,2021-01-28,24371000,470538700,19.40,19.50,19.15,19.15,-0.35,8510
5906,台南-KY,2021-01-28,11000,532750,48.50,48.95,48.00,48.15,-0.35,11
5907,大洋-KY,2021-01-28,156000,2943300,19.00,19.00,18.70,18.70,-0.30,107
6005,群益證,2021-01-28,6201000,83618900,13.60,13.65,13.35,13.40,-0.15,1378
6024,群益期,2021-01-28,260000,9697000,37.35,37.55,37.15,37.25,-0.10,199
6108,競國,2021-01-28,470000,9946300,21.60,21.65,20.90,20.95,-0.55,251
6112,聚碩,2021-01-28,416000,18037400,43.60,43.60,43.15,43.25,-0.15,300
6115,鎰勝,2021-01-28,140000,5864300,41.85,42.00,41.80,41.85,-0.20,95
6116,彩晶,2021-01-28,92691000,1127222600,12.00,12.40,11.95,12.10,0.25,13404
6117,迎廣,2021-01-28,17000,251950,15.50,15.50,14.50,14.50,-0.65,11
6120,達運,2021-01-28,2004000,24945850,12.40,12.70,12.25,12.25,-0.05,765
6128,上福,2021-01-28,88000,2363500,26.90,27.00,26.80,26.95,-0.05,69
6133,金橋,2021-01-28,154000,1333930,8.71,8.73,8.60,8.60,-0.11,63
6136,富爾特,2021-01-28,152000,2597800,17.15,17.15,17.05,17.05,-0.10,84
6139,亞翔,2021-01-28,985000,29332900,30.70,30.70,29.30,29.35,-0.60,574
6141,柏承,2021-01-28,1048000,29476300,28.75,28.80,27.65,27.70,-0.70,541
6142,友勁,2021-01-28,501000,4032600,8.13,8.16,7.98,8.16,0.03,213
6152,百一,2021-01-28,755000,7893150,10.50,10.65,10.30,10.35,-0.15,270
6153,嘉聯益,2021-01-28,9011000,299161000,34.00,34.35,32.30,32.45,-1.45,4654
6155,鈞寶,2021-01-28,470000,11585150,25.25,25.25,24.10,24.20,-0.65,307
6164,華興,2021-01-28,1153000,12079950,10.45,10.70,10.30,10.40,0.20,425
6165,捷泰,2021-01-28,365000,14191400,38.50,39.65,38.50,38.60,0.20,224
6166,凌華,2021-01-28,5774000,368289000,64.40,66.00,60.80,61.20,0.60,3728
6168,宏齊,2021-01-28,1516000,25823850,17.15,17.30,16.75,16.75,-0.15,789
6172,互億,2021-01-28,12000,360750,30.05,30.15,30.05,30.10,0.00,7
6176,瑞儀,2021-01-28,6976000,807077500,118.00,118.50,113.00,115.00,-3.00,3824
6177,達麗,2021-01-28,453000,13055400,28.85,29.00,28.70,28.70,-0.15,251
6183,關貿,2021-01-28,89000,4136700,46.50,47.00,46.20,46.35,-0.25,72
6184,大豐電,2021-01-28,208000,8811800,42.35,42.60,42.25,42.25,-0.20,116
6189,豐藝,2021-01-28,269000,9345400,34.80,34.90,34.60,34.60,-0.20,212
6191,精成科,2021-01-28,6418000,154108000,24.50,24.50,23.60,23.65,-0.75,2705
6192,巨路,2021-01-28,119000,7773500,65.40,65.90,65.00,65.10,-0.30,79
6196,帆宣,2021-01-28,1484000,171376000,117.50,118.00,112.50,113.50,-2.50,1224
6197,佳必琪,2021-01-28,1114000,41008150,36.30,37.25,36.20,36.50,0.20,780
6201,亞弘電,2021-01-28,173000,6928150,40.55,41.35,39.60,39.60,-1.05,143
6202,盛群,2021-01-28,1035000,74262300,72.00,72.30,71.20,71.20,-0.60,649
6205,詮欣,2021-01-28,533000,21627750,41.05,41.35,39.80,40.05,-0.85,320
6206,飛捷,2021-01-28,245000,14572100,59.70,59.80,59.20,59.20,-0.60,199
6209,今國光,2021-01-28,8699000,307951100,34.00,36.50,33.90,34.65,0.95,4790
6213,聯茂,2021-01-28,2012000,273418500,139.00,139.50,134.00,134.00,-4.00,1135
6214,精誠,2021-01-28,560000,47171600,85.00,85.00,83.80,83.90,-0.10,401
6215,和椿,2021-01-28,4403000,85649350,20.00,20.45,18.20,18.25,-1.55,2455
6216,居易,2021-01-28,68000,1699250,25.00,25.10,24.95,24.95,-0.05,53
6224,聚鼎,2021-01-28,1053000,106751300,103.00,104.50,98.80,99.40,-2.10,700
6225,天瀚,2021-01-28,66000,208370,3.12,3.20,3.12,3.20,0.07,8
6226,光鼎,2021-01-28,1950000,19602690,10.30,10.40,9.87,9.92,-0.18,671
6230,超眾,2021-01-28,206000,44113000,218.50,218.50,212.00,212.50,-3.00,163
6235,華孚,2021-01-28,4967000,105379600,21.80,22.15,20.55,20.80,-0.95,2317
6239,力成,2021-01-28,7759000,767271600,100.50,101.00,97.40,97.40,-2.50,4617
6243,迅杰,2021-01-28,2117000,36036800,16.35,17.50,16.35,17.40,1.05,963
6251,定穎,2021-01-28,4595000,90508400,20.20,20.40,19.20,19.20,-0.90,1776
6257,矽格,2021-01-28,10866000,536467200,50.60,50.90,48.55,48.65,-1.35,6012
6269,台郡,2021-01-28,3767000,452982500,121.50,121.50,118.50,119.00,-2.50,2190
6271,同欣電,2021-01-28,6298000,1343715500,220.00,223.00,206.00,209.50,-7.00,4522
6277,宏正,2021-01-28,157000,13177900,84.10,84.50,83.50,84.00,-0.30,118
6278,台表科,2021-01-28,4459000,563107500,128.50,128.50,123.00,124.50,-1.00,2775
6281,全國電,2021-01-28,76000,5514700,72.70,72.80,72.30,72.40,-0.30,59
6282,康舒,2021-01-28,4570000,129935050,29.00,29.05,28.10,28.20,-0.60,2210
6283,淳安,2021-01-28,2677000,104117950,39.55,40.40,37.30,37.60,-1.55,1447
6285,啟碁,2021-01-28,1888000,143317100,76.40,77.10,75.10,75.80,-0.30,1231
6288,聯嘉,2021-01-28,2314000,72982250,32.25,32.50,31.10,31.25,-0.95,1285
6289,華上,2021-01-28,9000,27790,3.03,3.14,3.03,3.04,-0.11,7
6405,悅城,2021-01-28,197000,4003450,20.90,21.00,19.85,20.05,-0.75,103
6409,旭隼,2021-01-28,192000,247890000,1320.00,1325.00,1265.00,1280.00,0.00,185
6412,群電,2021-01-28,662000,46584700,72.00,72.20,69.80,70.00,-2.00,519
6414,樺漢,2021-01-28,2985000,798556500,275.00,277.00,259.50,260.00,-8.50,2322
6415,矽力-KY,2021-01-28,572000,1518670000,2645.00,2730.00,2610.00,2615.00,40.00,542
6416,瑞祺電通,2021-01-28,278000,33713000,122.50,123.00,120.50,121.00,-0.50,192
6431,光麗-KY,2021-01-28,981000,31759700,29.95,32.70,29.80,31.70,1.95,552
6438,迅得,2021-01-28,1824000,154026300,84.20,85.80,82.60,83.10,0.10,1263
6442,光聖,2021-01-28,27000,782350,28.80,29.05,28.65,29.00,0.15,18
6443,元晶,2021-01-28,8883000,276380950,31.60,32.00,30.50,30.50,-0.95,4926
6449,鈺邦,2021-01-28,816000,42758000,54.00,54.20,51.10,51.40,-2.00,535
6451,訊芯-KY,2021-01-28,1463000,188093500,132.00,132.50,125.00,125.00,-4.50,1023
6456,GIS-KY,2021-01-28,2228000,253771500,116.00,116.50,112.00,112.50,-3.00,1370
6464,台數科,2021-01-28,35000,3768500,108.00,108.00,107.00,107.00,-1.00,26
6477,安集,2021-01-28,2769000,164057000,60.70,60.90,58.00,58.00,-1.80,1674
6491,晶碩,2021-01-28,256000,61100000,245.50,245.50,235.00,236.00,-5.50,227
6504,南六,2021-01-28,296000,52072500,177.00,178.00,174.00,174.50,-2.50,261
6505,台塑化,2021-01-28,7000000,628500200,90.20,92.00,88.50,89.10,-2.30,3457
6515,穎崴,2021-01-28,553000,236498500,449.00,449.00,417.00,417.50,-19.50,477
6525,捷敏-KY,2021-01-28,1316000,90860300,71.40,71.50,67.20,67.20,-2.90,942
